,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
6992,344913,Butterfly,\/Butterfly_(Vitrioli)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,May-41,1941.0
6993,453563,Emil Cullen,\/Emil_Cullen_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,3.0,Jun-41,1941.0
6994,458845,Eric Schmitt,\/Eric_Schmitt_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,3.0,Oct-41,1941.0
6995,89755,Wolfgang von Krantz,\/Wolfgang_von_Krantz_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Mar-41,1941.0
6996,19645,Archie the Gruesome,\/Archie_the_Gruesome_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jun-42,1942.0
6997,483447,King Ra,\/King_Ra_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,3.0,Dec-42,1942.0
6998,469052,Ruffy Rabbit,\/Ruffy_Rabbit_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Mar-42,1942.0
6999,485915,Attila the Hun,\/Attila_the_Hun_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Mar-43,1943.0
7000,260717,Martin Oksner Burns,\/Martin_Oksner_Burns_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Mar-43,1943.0
7001,521374,Mrs. Ilse,\/Mrs._Ilse_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Sep-46,1946.0
7002,85352,Verrill Shark,\/Verrill_Shark_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Jun-47,1947.0
7003,431996,Blaze,\/Blaze_(Dog)_(Earth-616),,Good Characters,Brown Eyes,Gold Hair,Male Characters,,Living Characters,3.0,Oct-49,1949.0
7004,661527,Sala\u1e25 ad-Din Yusuf ibn Ayyub,\/Sala%E1%B8%A5_ad-Din_Yusuf_ibn_Ayyub_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,Jan-49,1949.0
7005,576230,Kanwi,\/Kanwi_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,3.0,Jul-51,1951.0
7006,623681,Crime Boss,\/Crime_Boss_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Dec-53,1953.0
7007,624036,Korea Katie,\/Korea_Katie_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,May-53,1953.0
7008,623675,Mary Wilson,\/Mary_Wilson_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,Dec-53,1953.0
7009,602014,Panther Lady,\/Panther_Lady_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Mar-53,1953.0
7010,624575,Doe Eyes,\/Doe_Eyes_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,Apr-54,1954.0
7011,685006,Colonel Frosby,\/Colonel_Frosby_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Nov-55,1955.0
7012,654228,Guinevere,\/Guinevere_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,May-55,1955.0
7013,668769,Nocona,\/Nocona_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Nov-55,1955.0
7014,658772,Thunder,\/Thunder_(Black_Knight)_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3.0,May-55,1955.0
7015,697278,Jess Wayne,\/Jess_Wayne_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jul-57,1957.0
7016,86057,Adam Clayton,\/Adam_Clayton_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Feb-59,1959.0
7017,17518,Bombu,\/Bombu_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Orange Hair,Male Characters,,Living Characters,3.0,Sep-60,1960.0
7018,402035,Krang,\/Krang_(Monster)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Dec-60,1960.0
7019,399385,Monstrom,\/Monstrom_(Earth-616),Secret Identity,Neutral Characters,One Eye,,Male Characters,,Living Characters,3.0,Sep-60,1960.0
7020,478535,Anne Benson,\/Anne_Benson_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Oct-61,1961.0
7021,552883,Big Monk McGak,\/Big_Monk_McGak_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3.0,May-61,1961.0
7022,16125,Creature from Krogarr,\/Creature_from_Krogarr_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Nov-61,1961.0
7023,14477,Crusher,\/Crusher_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Feb-61,1961.0
7024,396244,Ghost,\/Ghost_(Zero)_(Earth-616),,Neutral Characters,,,Male Characters,,Deceased Characters,3.0,May-61,1961.0
7025,86061,Howard Lindley,\/Howard_Lindley_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Oct-61,1961.0
7026,396206,It,\/It_(Artificial_Lifeform)_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Mar-61,1961.0
7027,22987,Living Totem,\/Living_Totem_(Alien)_(Earth-616),,Bad Characters,,,,,Living Characters,3.0,Jun-61,1961.0
7028,402042,Lucius P. Gregory,\/Lucius_P._Gregory_(Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3.0,Dec-61,1961.0
7029,17511,Manoo,\/Manoo_(Earth-616),,,,Bald,Male Characters,,Living Characters,3.0,Jul-61,1961.0
7030,18568,Mocuepa Tlalticpactli,\/Mocuepa_Tlalticpactli_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Sep-61,1961.0
7031,397986,Monsteroso,\/Monsteroso_(Alien)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,3.0,Oct-61,1961.0
7032,491990,Moomba,\/Moomba_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Sep-61,1961.0
7033,21173,Rommbu,\/Rommbu_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,May-61,1961.0
7034,298153,Baxter Bigelow,\/Baxter_Bigelow_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,3.0,Aug-62,1962.0
7035,236064,Doctor Graham,\/Doctor_Graham_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Sep-62,1962.0
7036,402050,Franz Radzik,\/Franz_Radzik_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Feb-62,1962.0
7037,57007,Gorr,\/Gorr_(Kronans)_(Earth-616),,,,,Male Characters,,Living Characters,3.0,Aug-62,1962.0
7038,397343,Martian Who Stole a City,\/Martian_Who_Stole_a_City_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,May-62,1962.0
7039,553422,Mary Brown,\/Mary_Brown_(Silver_Age)_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Apr-62,1962.0
7040,13231,Santiago Rivera,\/Santiago_Rivera_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Sep-62,1962.0
7041,395397,Thing From the Hidden Swamp,\/Thing_From_the_Hidden_Swamp_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Apr-62,1962.0
7042,116998,Bestla,\/Bestla_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Oct-63,1963.0
7043,503735,Bill Segrist,\/Bill_Segrist_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,3.0,Nov-63,1963.0
7044,589628,Charlie,\/Charlie_(Teen_Brigade)_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,3.0,Mar-63,1963.0
7045,12483,Fatal Finnegan,\/Fatal_Finnegan_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,3.0,Jun-63,1963.0
7046,9098,Hatap,\/Hatap_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Aug-63,1963.0
7047,721573,Lee Kearns,\/Lee_Kearns_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,3.0,Jun-63,1963.0
7048,236091,Zano,\/Zano_(Xartan)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Mar-63,1963.0
7049,108412,Bull,\/Bull_(Criminal)_(Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Nov-64,1964.0
7050,430236,Gullin,\/Gullin_(Boar_God)_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Apr-64,1964.0
7051,27850,Jules Bergen,\/Jules_Bergen_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,May-64,1964.0
7052,62610,Kabir Mahadevu,\/Kabir_Mahadevu_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Sep-64,1964.0
7053,512871,Pete,\/Pete_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,3.0,Sep-64,1964.0
7054,9051,Raggadorr,\/Raggadorr_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,3.0,Oct-64,1964.0
7055,580002,Tom Smith,\/Tom_Smith_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jul-64,1964.0
7056,9723,Veronica Vogue,\/Veronica_Vogue_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Mar-64,1964.0
7057,325565,Wrogg,\/Wrogg_(Earth-616),,Bad Characters,Blue Eyes,Green Hair,Male Characters,,Deceased Characters,3.0,Oct-64,1964.0
7058,298294,Xakku,\/Xakku_(Earth-616),,,Red Eyes,No Hair,Male Characters,,Living Characters,3.0,Jul-64,1964.0
7059,292140,Cedric Rawlings,\/Cedric_Rawlings_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,3.0,Sep-65,1965.0
7060,680875,Curtis,\/Curtis_(Butler)_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,3.0,Nov-65,1965.0
7061,522263,Doris Raxton,\/Doris_Raxton_(Earth-616),,,,,Female Characters,,Living Characters,3.0,Sep-65,1965.0
7062,514314,Joe,\/Joe_(Pilot)_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,3.0,Jun-65,1965.0
7063,13175,Madame Macabre,\/Madame_Macabre_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Apr-65,1965.0
7064,200062,Minotaur,\/Minotaur_(Mole_Man)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jun-65,1965.0
7065,291850,Rijk Rooten,\/Rijk_Rooten_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Feb-65,1965.0
7066,36262,Sen-Yu,\/Sen-Yu_(Earth-616),,Good Characters,,Bald,Male Characters,,Living Characters,3.0,Mar-65,1965.0
7067,680881,Sentinel 1,\/Sentinel_1_(Earth-616),Public Identity,Bad Characters,,,,,Living Characters,3.0,Nov-65,1965.0
7068,680882,Sentinel 2,\/Sentinel_2_(Earth-616),Public Identity,Bad Characters,,,,,Living Characters,3.0,Nov-65,1965.0
7069,680887,Sentinel 6,\/Sentinel_6_(Earth-616),Public Identity,Bad Characters,,,,,Living Characters,3.0,Nov-65,1965.0
7070,680886,Sentinel 7,\/Sentinel_7_(Earth-616),Public Identity,Bad Characters,,,,,Living Characters,3.0,Nov-65,1965.0
7071,244712,Supramor,\/Supramor_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,May-65,1965.0
7072,16174,Asti the All-Seeing,\/Asti_the_All-Seeing_(Earth-616),,Bad Characters,,,,,Living Characters,3.0,May-66,1966.0
7073,141736,Colosso,\/Colosso_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,3.0,Jul-66,1966.0
7074,297966,Gorki,\/Gorki_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Oct-66,1966.0
7075,520749,Mac,\/Mac_(NYPD)_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3.0,Jul-66,1966.0
7076,641447,Number One,\/Number_One_(Secret_Empire_1)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Sep-66,1966.0
7077,18770,Tommy Tomkins,\/Tommy_Tomkins_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,3.0,Jul-66,1966.0
7078,443979,Whitey Mullins,\/Whitey_Mullins_(Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Living Characters,3.0,May-66,1966.0
7079,15379,Abu Dakir,\/Abu_Dakir_(Earth-616),No Dual Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,3.0,Apr-67,1967.0
7080,529200,David Brinkley,\/David_Brinkley_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Jul-67,1967.0
7081,41608,Flaming Star,\/Flaming_Star_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3.0,Feb-67,1967.0
7082,244530,Gnome,\/Gnome_(Scientist)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,3.0,Aug-67,1967.0
7083,15093,Jamie Jacobs,\/Jamie_Jacobs_(Earth-616),,,,,Male Characters,,Deceased Characters,3.0,Feb-67,1967.0
7084,237515,Mutaurus,\/Mutaurus_(Earth-616),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,3.0,Aug-67,1967.0
7085,299031,Nina Bergson,\/Nina_Bergson_(Earth-616),,,,,Female Characters,,Deceased Characters,3.0,Apr-67,1967.0
7086,237497,Replica Model X-3,\/Replica_Model_X-3_(Earth-616),,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Jun-67,1967.0
7087,12440,Xorak,\/Xorak_(Earth-616),Secret Identity,,White Eyes,,Male Characters,,Deceased Characters,3.0,Jun-67,1967.0
7088,507596,Yuri Brushov,\/Yuri_Brushov_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Aug-67,1967.0
7089,307058,Brad Carter,\/Brad_Carter_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3.0,Jul-68,1968.0
7090,306550,Carla Williams,\/Carla_Williams_(Earth-616),,,,,Female Characters,,Living Characters,3.0,Jul-68,1968.0
7091,604882,Dr. Molinari,\/Dr._Molinari_(Earth-616),,,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Sep-68,1968.0
7092,258579,Gondolff,\/Gondolff_(Asgardian)_(Earth-616),,Good Characters,,Strawberry Blond Hair,Male Characters,,Living Characters,3.0,Dec-68,1968.0
7093,514949,Greer,\/Greer_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Jul-68,1968.0
7094,306508,Joe Morita,\/Joe_Morita_(Earth-616),,,,,Male Characters,,Living Characters,3.0,Mar-68,1968.0
7095,307057,P.D.Q. Werner,\/P.D.Q._Werner_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3.0,Jul-68,1968.0
7096,308615,Rex Griffin,\/Rex_Griffin_(Earth-616),,,,,Male Characters,,Deceased Characters,3.0,Sep-68,1968.0
7097,690529,Roy Thomas,\/Roy_Thomas_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,3.0,Sep-68,1968.0
7098,2371,Rynda,\/Rynda_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,Jan-68,1968.0
7099,308595,Synthetic Man,\/Synthetic_Man_(Earth-616),,Bad Characters,,,,,Living Characters,3.0,May-68,1968.0
7100,306509,Toshiro Monsoon,\/Toshiro_Monsoon_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Mar-68,1968.0
7101,36944,Voltorg,\/Voltorg_(Earth-616),,Bad Characters,,,,,Deceased Characters,3.0,Feb-68,1968.0
7102,516200,Charles Gray,\/Charles_Gray_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Dec-69,1969.0
7103,14044,Daydra,\/Daydra_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,3.0,Feb-69,1969.0
7104,32432,Gargantos,\/Gargantos_(Earth-616),,Bad Characters,,,,,Living Characters,3.0,May-69,1969.0
7105,313168,Gwenny Lee,\/Gwenny_Lee_(Earth-616),,,,Black Hair,Female Characters,,Living Characters,3.0,Nov-69,1969.0
7106,317709,Mei Ling,\/Mei_Ling_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,Jan-69,1969.0
7107,340354,Robert Rickard,\/Robert_Rickard_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,May-69,1969.0
7108,7451,Torpedo,\/Torpedo_(Agent_of_Crime-Wave)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Dec-69,1969.0
7109,250550,Ulysses Abboud,\/Ulysses_Abboud_(Earth-616),,Bad Characters,Brown Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Jan-69,1969.0
7110,425261,Big Rock,\/Big_Rock_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Aug-70,1970.0
7111,425892,Bisq,\/Bisq_(Earth-616),,,,Green Hair,Female Characters,,Living Characters,3.0,Apr-70,1970.0
7112,241815,Carlos Cortez,\/Carlos_Cortez_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3.0,Aug-70,1970.0
7113,510482,Fujiko Watanabe,\/Fujiko_Watanabe_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Oct-70,1970.0
7114,510481,Goro Watanabe,\/Goro_Watanabe_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Oct-70,1970.0
7115,504381,Hans Klaus,\/Hans_Klaus_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,3.0,Apr-70,1970.0
7116,238017,Kronin Krask,\/Kronin_Krask_(Earth-616),Public Identity,Bad Characters,,Orange Hair,Male Characters,,Living Characters,3.0,Jan-70,1970.0
7117,241827,Little Flower,\/Little_Flower_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Aug-70,1970.0
7118,241822,The Dude,\/The_Dude_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Aug-70,1970.0
7119,241824,The Kid,\/The_Kid_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,3.0,Aug-70,1970.0
7120,238240,Tomo Yoshida,\/Tomo_Yoshida_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Jan-70,1970.0
7121,15988,Top Man,\/Top_Man_(Earth-616),,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3.0,Aug-70,1970.0
7122,389756,Astrologer,\/Astrologer_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3.0,Mar-71,1971.0
7123,519101,Ben Crandal,\/Ben_Crandal_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Oct-71,1971.0
7124,483306,Blackrat,\/Blackrat_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3.0,Jun-71,1971.0
7125,15364,Captain Cybor,\/Captain_Cybor_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3.0,Mar-71,1971.0
7126,557783,Kuthulos,\/Kuthulos_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Mar-71,1971.0
7127,707586,Lionel Dibbs,\/Lionel_Dibbs_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Mar-71,1971.0
7128,21174,Tragg,\/Tragg_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Oct-71,1971.0
7129,477859,Zephra,\/Zephra_(Hyborian)_(Earth-616),,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,3.0,May-71,1971.0
7130,1359,Coral,\/Coral_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Dec-72,1972.0
7131,30111,Georgia Jenkins,\/Georgia_Jenkins_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,3.0,Nov-72,1972.0
7132,244713,Inheritor,\/Inheritor_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,3.0,Mar-72,1972.0
7133,238328,Kartag,\/Kartag_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,3.0,Feb-72,1972.0
7134,679132,Malcolm Donalbain,\/Malcolm_Donalbain_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Nov-72,1972.0
7135,280859,Marlene Blackgar,\/Marlene_Blackgar_(Earth-616),,Bad Characters,White Eyes,Brown Hair,Female Characters,,Deceased Characters,3.0,Jun-72,1972.0
7136,298522,Miles Blackgar,\/Miles_Blackgar_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,3.0,Jun-72,1972.0
7137,520717,Morton Clegstead,\/Morton_Clegstead_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,3.0,Apr-72,1972.0
7138,332761,Night Phantom,\/Night_Phantom_(Robot)_(Earth-616),,Bad Characters,,,,,Deceased Characters,3.0,Jan-72,1972.0
7139,631352,Orkie,\/Orkie_(Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,3.0,Jul-72,1972.0
7140,16185,Otto Kronsteig,\/Otto_Kronsteig_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3.0,Sep-72,1972.0
7141,489340,Quirt,\/Quirt_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jun-72,1972.0
7142,1301,Shirlee Bryant,\/Shirlee_Bryant_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,Nov-72,1972.0
7143,43896,Sir Ram,\/Sir_Ram_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Apr-72,1972.0
7144,489341,Tyler Stuart,\/Tyler_Stuart_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,3.0,Jun-72,1972.0
7145,532379,William Nelson,\/William_Nelson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,3.0,Nov-72,1972.0
7146,18563,Zabo Donalbain,\/Zabo_Donalbain_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,3.0,Nov-72,1972.0
7147,191622,Alejandro Cortez,\/Alejandro_Cortez_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Sep-73,1973.0
7148,1105,Arkus,\/Arkus_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Jul-73,1973.0
7149,392301,Atalis,\/Atalis_(Earth-616),,,Brown Eyes,Bald,Male Characters,,Living Characters,3.0,Sep-73,1973.0
7150,1139,Baron Samedi,\/Baron_Samedi_(AIM)_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,3.0,Dec-73,1973.0
7151,123918,Frances Delon,\/Frances_Delon_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Apr-73,1973.0
7152,69925,Jacob Reiss,\/Jacob_Reiss_(Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,3.0,Jan-73,1973.0
7153,34113,Kathulos,\/Kathulos_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,3.0,May-73,1973.0
7154,30283,Marguerita,\/Marguerita_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,3.0,Nov-73,1973.0
7155,2326,Raman,\/Raman_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3.0,Oct-73,1973.0
7156,15757,Skragg,\/Skragg_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Mar-73,1973.0
7157,279593,Terrex,\/Terrex_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3.0,Nov-73,1973.0
7158,636132,Thann,\/Thann_(Earth-616),,,,,Male Characters,,Living Characters,3.0,Sep-73,1973.0
7159,471023,Vanessa Brooks,\/Vanessa_Brooks_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,Oct-73,1973.0
7160,481049,William Frankenstein,\/William_Frankenstein_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3.0,Jan-73,1973.0
7161,308742,Algon,\/Algon_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Jan-74,1974.0
7162,43149,Anton Vierken,\/Anton_Vierken_(Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,3.0,Dec-74,1974.0
7163,34976,Ape God,\/Ape_God_(Earth-616),,,,,Male Characters,,Living Characters,3.0,Apr-74,1974.0
7164,415029,Barachuudar,\/Barachuudar_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,3.0,Jun-74,1974.0
7165,63487,Baron Thunder,\/Baron_Thunder_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,May-74,1974.0
7166,730025,Ben Vincent,\/Ben_Vincent_(Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,3.0,Jul-74,1974.0
7167,549989,Brian Lazarus,\/Brian_Lazarus_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Dec-74,1974.0
7168,632742,Bruno,\/Bruno_(Hunchback)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Deceased Characters,3.0,Aug-74,1974.0
7169,723311,Cobrah,\/Cobrah_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,3.0,Jun-74,1974.0
7170,695514,Crackerjack Jackson,\/Crackerjack_Jackson_(Earth-616),,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,3.0,Dec-74,1974.0
7171,511952,Darrel Daniel,\/Darrel_Daniel_(Earth-616),Public Identity,,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,3.0,May-74,1974.0
